x,y,line,algo,step,reward,zeros,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,cnt0,cnt2,cnt4,cnt8,cnt16,cnt32,cnt64,cnt128,cnt256,cnt512,cnt1024,cnt2048
7000,4,lookahead-2-zeros-0,lookahead-2-zeros,469,7000,4,0,0,2,0,4,4,64,4,512,16,128,0,4,32,256,4,4,1,5,0,1,1,1,1,1,1,0,0
7008,4,lookahead-2-zeros-0,lookahead-2-zeros,470,7008,4,0,0,2,2,4,4,64,0,512,16,128,0,4,32,256,8,4,2,3,1,1,1,1,1,1,1,0,0
7020,5,lookahead-2-zeros-0,lookahead-2-zeros,471,7020,5,4,0,0,0,8,64,0,4,512,16,128,0,4,32,256,8,5,0,3,2,1,1,1,1,1,1,0,0
7020,4,lookahead-2-zeros-0,lookahead-2-zeros,472,7020,4,0,0,0,4,0,8,64,4,2,512,16,128,4,32,256,8,4,1,3,2,1,1,1,1,1,1,0,0
7028,4,lookahead-2-zeros-0,lookahead-2-zeros,473,7028,4,0,0,2,0,0,8,64,8,2,512,16,128,4,32,256,8,4,2,1,3,1,1,1,1,1,1,0,0
7028,3,lookahead-2-zeros-0,lookahead-2-zeros,474,7028,3,0,0,2,0,4,8,64,8,2,512,16,128,4,32,256,8,3,2,2,3,1,1,1,1,1,1,0,0
7028,2,lookahead-2-zeros-0,lookahead-2-zeros,475,7028,2,4,0,2,0,4,8,64,8,2,512,16,128,4,32,256,8,2,2,3,3,1,1,1,1,1,1,0,0
7036,2,lookahead-2-zeros-0,lookahead-2-zeros,476,7036,2,0,0,2,4,8,8,64,8,2,512,16,128,4,32,256,8,2,2,2,4,1,1,1,1,1,1,0,0
7052,2,lookahead-2-zeros-0,lookahead-2-zeros,477,7052,2,0,2,2,4,0,16,64,8,2,512,16,128,4,32,256,8,2,3,2,2,2,1,1,1,1,1,0,0
7056,2,lookahead-2-zeros-0,lookahead-2-zeros,478,7056,2,2,0,4,4,0,16,64,8,2,512,16,128,4,32,256,8,2,2,3,2,2,1,1,1,1,1,0,0
7064,2,lookahead-2-zeros-0,lookahead-2-zeros,479,7064,2,2,0,2,8,0,16,64,8,2,512,16,128,4,32,256,8,2,3,1,3,2,1,1,1,1,1,0,0
7084,3,lookahead-2-zeros-0,lookahead-2-zeros,480,7084,3,0,0,2,0,2,16,64,16,4,512,16,128,4,32,256,8,3,2,2,1,3,1,1,1,1,1,0,0
7084,2,lookahead-2-zeros-0,lookahead-2-zeros,481,7084,2,2,0,2,0,2,16,64,16,4,512,16,128,4,32,256,8,2,3,2,1,3,1,1,1,1,1,0,0
7096,3,lookahead-2-zeros-0,lookahead-2-zeros,482,7096,3,2,0,2,0,0,16,64,16,4,512,16,128,8,32,256,8,3,2,1,2,3,1,1,1,1,1,0,0
7100,3,lookahead-2-zeros-0,lookahead-2-zeros,483,7100,3,4,0,2,0,16,64,16,0,4,512,16,128,8,32,256,8,3,1,2,2,3,1,1,1,1,1,0,0
7132,3,lookahead-2-zeros-0,lookahead-2-zeros,484,7132,3,4,0,4,0,16,64,2,0,4,512,32,128,8,32,256,8,3,1,3,2,1,2,1,1,1,1,0,0
7140,3,lookahead-2-zeros-0,lookahead-2-zeros,485,7140,3,8,0,0,2,16,64,2,0,4,512,32,128,8,32,256,8,3,2,1,3,1,2,1,1,1,1,0,0
7140,2,lookahead-2-zeros-0,lookahead-2-zeros,486,7140,2,8,2,0,2,16,64,2,0,4,512,32,128,8,32,256,8,2,3,1,3,1,2,1,1,1,1,0,0
7140,1,lookahead-2-zeros-0,lookahead-2-zeros,487,7140,1,8,2,0,4,16,64,2,2,4,512,32,128,8,32,256,8,1,3,2,3,1,2,1,1,1,1,0,0
7144,1,lookahead-2-zeros-0,lookahead-2-zeros,488,7144,1,8,2,4,2,16,64,4,0,4,512,32,128,8,32,256,8,1,2,3,3,1,2,1,1,1,1,0,0
7152,1,lookahead-2-zeros-0,lookahead-2-zeros,489,7152,1,8,2,0,2,16,64,8,2,4,512,32,128,8,32,256,8,1,3,1,4,1,2,1,1,1,1,0,0
7156,1,lookahead-2-zeros-0,lookahead-2-zeros,490,7156,1,8,2,0,2,16,64,8,4,4,512,32,128,8,32,256,8,1,2,2,4,1,2,1,1,1,1,0,0
7160,1,lookahead-2-zeros-0,lookahead-2-zeros,491,7160,1,2,0,8,4,16,64,8,4,4,512,32,128,8,32,256,8,1,1,3,4,1,2,1,1,1,1,0,0
7184,2,lookahead-2-zeros-0,lookahead-2-zeros,492,7184,2,2,0,0,2,16,64,16,8,4,512,32,128,8,32,256,8,2,2,1,3,2,2,1,1,1,1,0,0
7188,2,lookahead-2-zeros-0,lookahead-2-zeros,493,7188,2,0,4,0,4,16,64,16,8,4,512,32,128,8,32,256,8,2,0,3,3,2,2,1,1,1,1,0,0
7196,2,lookahead-2-zeros-0,lookahead-2-zeros,494,7196,2,2,0,0,8,16,64,16,8,4,512,32,128,8,32,256,8,2,1,1,4,2,2,1,1,1,1,0,0
7212,2,lookahead-2-zeros-0,lookahead-2-zeros,495,7212,2,2,0,2,0,16,64,16,16,4,512,32,128,8,32,256,8,2,2,1,2,3,2,1,1,1,1,0,0
7248,3,lookahead-2-zeros-0,lookahead-2-zeros,496,7248,3,4,0,0,0,16,64,32,4,4,512,32,128,8,32,256,8,3,0,3,2,1,3,1,1,1,1,0,0
7312,3,lookahead-2-zeros-0,lookahead-2-zeros,497,7312,3,4,64,64,4,16,512,256,128,4,32,0,8,8,2,0,0,3,1,3,2,1,1,2,1,1,1,0,0
7440,3,lookahead-2-zeros-0,lookahead-2-zeros,498,7440,3,4,128,4,0,16,512,256,128,4,32,8,0,8,2,0,2,3,2,3,2,1,1,0,2,1,1,0,0
7444,3,lookahead-2-zeros-0,lookahead-2-zeros,499,7444,3,0,4,128,4,16,512,256,128,0,4,32,8,0,2,8,4,3,1,4,2,1,1,0,2,1,1,0,0
7444,2,lookahead-2-zeros-0,lookahead-2-zeros,500,7444,2,0,4,128,4,2,512,256,128,0,4,32,8,16,2,8,4,2,2,4,2,1,1,0,2,1,1,0,0
7444,1,lookahead-2-zeros-0,lookahead-2-zeros,501,7444,1,0,4,128,4,2,512,256,128,4,4,32,8,16,2,8,4,1,2,5,2,1,1,0,2,1,1,0,0
7452,1,lookahead-2-zeros-0,lookahead-2-zeros,502,7452,1,4,128,4,0,2,512,256,128,8,32,8,2,16,2,8,4,1,3,3,3,1,1,0,2,1,1,0,0
7452,0,lookahead-2-zeros-0,lookahead-2-zeros,503,7452,0,2,4,128,4,2,512,256,128,8,32,8,2,16,2,8,4,0,4,3,3,1,1,0,2,1,1,0,0
7472,1,lookahead-2-zeros-0,lookahead-2-zeros,504,7472,1,4,4,128,4,8,512,256,128,16,32,16,2,2,2,0,4,1,3,4,1,2,1,0,2,1,1,0,0
7484,2,lookahead-2-zeros-0,lookahead-2-zeros,505,7484,2,8,128,4,0,8,512,256,128,16,32,16,2,4,4,2,0,2,2,3,2,2,1,0,2,1,1,0,0
7500,2,lookahead-2-zeros-0,lookahead-2-zeros,506,7500,2,2,128,4,0,16,512,256,0,16,32,16,128,4,4,2,2,2,3,3,0,3,1,0,2,1,1,0,0
7512,3,lookahead-2-zeros-0,lookahead-2-zeros,507,7512,3,0,2,128,4,2,16,512,256,16,32,16,128,0,0,8,4,3,2,2,1,3,1,0,2,1,1,0,0
7512,2,lookahead-2-zeros-0,lookahead-2-zeros,508,7512,2,2,2,128,4,16,16,512,256,0,32,16,128,2,0,8,4,2,3,2,1,3,1,0,2,1,1,0,0
7548,3,lookahead-2-zeros-0,lookahead-2-zeros,509,7548,3,0,4,128,4,0,32,512,256,0,32,16,128,2,2,8,4,3,2,3,1,1,2,0,2,1,1,0,0
7612,3,lookahead-2-zeros-0,lookahead-2-zeros,510,7612,3,0,2,128,4,0,4,512,256,0,64,16,128,2,2,8,4,3,3,3,1,1,0,1,2,1,1,0,0
7612,2,lookahead-2-zeros-0,lookahead-2-zeros,511,7612,2,2,2,128,4,0,4,512,256,0,64,16,128,2,2,8,4,2,4,3,1,1,0,1,2,1,1,0,0
7620,3,lookahead-2-zeros-0,lookahead-2-zeros,512,7620,3,2,4,128,4,0,4,512,256,0,64,16,128,0,4,8,4,3,1,5,1,1,0,1,2,1,1,0,0
7628,3,lookahead-2-zeros-0,lookahead-2-zeros,513,7628,3,0,2,128,4,0,8,512,256,0,64,16,128,2,4,8,4,3,2,3,2,1,0,1,2,1,1,0,0
7628,2,lookahead-2-zeros-0,lookahead-2-zeros,514,7628,2,2,2,128,4,0,8,512,256,0,64,16,128,2,4,8,4,2,3,3,2,1,0,1,2,1,1,0,0
7632,2,lookahead-2-zeros-0,lookahead-2-zeros,515,7632,2,4,128,4,0,8,512,256,0,64,16,128,2,2,4,8,4,2,2,4,2,1,0,1,2,1,1,0,0
7632,1,lookahead-2-zeros-0,lookahead-2-zeros,516,7632,1,4,128,4,2,8,512,256,0,64,16,128,2,2,4,8,4,1,3,4,2,1,0,1,2,1,1,0,0
7636,1,lookahead-2-zeros-0,lookahead-2-zeros,517,7636,1,4,128,4,4,8,512,256,4,64,16,128,0,2,4,8,2,1,2,5,2,1,0,1,2,1,1,0,0
7644,1,lookahead-2-zeros-0,lookahead-2-zeros,518,7644,1,4,128,4,8,8,512,256,2,64,16,128,2,2,4,8,0,1,3,3,3,1,0,1,2,1,1,0,0
7648,1,lookahead-2-zeros-0,lookahead-2-zeros,519,7648,1,4,128,4,8,8,512,256,4,64,16,128,2,2,4,8,0,1,2,4,3,1,0,1,2,1,1,0,0
7648,0,lookahead-2-zeros-0,lookahead-2-zeros,520,7648,0,4,128,4,8,8,512,256,4,64,16,128,2,2,4,8,2,0,3,4,3,1,0,1,2,1,1,0,0
7652,0,lookahead-2-zeros-0,lookahead-2-zeros,521,7652,0,4,128,4,8,8,512,256,4,64,16,128,4,2,4,8,2,0,2,5,3,1,0,1,2,1,1,0,0
7660,0,lookahead-2-zeros-0,lookahead-2-zeros,522,7660,0,4,128,4,8,8,512,256,8,64,16,128,2,2,4,8,2,0,3,3,4,1,0,1,2,1,1,0,0
7680,1,lookahead-2-zeros-0,lookahead-2-zeros,523,7680,1,4,128,4,16,8,512,256,4,64,16,128,0,2,4,8,2,1,2,4,2,2,0,1,2,1,1,0,0
7680,0,lookahead-2-zeros-0,lookahead-2-zeros,524,7680,0,4,128,4,16,8,512,256,4,64,16,128,2,2,4,8,2,0,3,4,2,2,0,1,2,1,1,0,0
7684,0,lookahead-2-zeros-0,lookahead-2-zeros,525,7684,0,4,128,4,2,8,512,256,16,64,16,128,4,2,4,8,4,0,2,5,2,2,0,1,2,1,1,0,0
7692,0,lookahead-2-zeros-0,lookahead-2-zeros,526,7692,0,4,128,4,2,8,512,256,2,64,16,128,16,2,4,8,8,0,3,3,3,2,0,1,2,1,1,0,0
7708,0,lookahead-2-zeros-0,lookahead-2-zeros,527,7708,0,4,128,4,2,8,512,256,2,64,16,128,16,2,2,4,16,0,4,3,1,3,0,1,2,1,1,0,0
7744,1,lookahead-2-zeros-0,lookahead-2-zeros,528,7744,1,4,128,4,4,8,512,256,32,64,16,128,0,2,2,4,2,1,3,4,1,1,1,1,2,1,1,0,0
7756,2,lookahead-2-zeros-0,lookahead-2-zeros,529,7756,2,4,128,8,0,8,512,256,32,64,16,128,0,4,4,2,2,2,2,3,2,1,1,1,2,1,1,0,0
7768,3,lookahead-2-zeros-0,lookahead-2-zeros,530,7768,3,0,4,128,8,8,512,256,32,2,64,16,128,0,0,8,4,3,1,2,3,1,1,1,2,1,1,0,0
7768,2,lookahead-2-zeros-0,lookahead-2-zeros,531,7768,2,8,4,128,8,2,512,256,32,2,64,16,128,0,0,8,4,2,2,2,3,1,1,1,2,1,1,0,0
7772,2,lookahead-2-zeros-0,lookahead-2-zeros,532,7772,2,8,4,128,8,4,512,256,32,0,64,16,128,0,4,8,4,2,0,4,3,1,1,1,2,1,1,0,0
7772,1,lookahead-2-zeros-0,lookahead-2-zeros,533,7772,1,2,4,128,8,0,512,256,32,8,64,16,128,4,4,8,4,1,1,4,3,1,1,1,2,1,1,0,0
7780,1,lookahead-2-zeros-0,lookahead-2-zeros,534,7780,1,2,4,128,8,0,512,256,32,8,64,16,128,2,8,8,4,1,2,2,4,1,1,1,2,1,1,0,0
7796,1,lookahead-2-zeros-0,lookahead-2-zeros,535,7796,1,2,4,128,8,0,512,256,32,8,64,16,128,2,2,16,4,1,3,2,2,2,1,1,2,1,1,0,0
7800,1,lookahead-2-zeros-0,lookahead-2-zeros,536,7800,1,2,4,128,8,4,512,256,32,8,64,16,128,0,4,16,4,1,1,4,2,2,1,1,2,1,1,0,0
7832,1,lookahead-2-zeros-0,lookahead-2-zeros,537,7832,1,2,4,128,8,4,512,256,32,8,64,32,128,2,4,0,4,1,2,4,2,0,2,1,2,1,1,0,0
7840,1,lookahead-2-zeros-0,lookahead-2-zeros,538,7840,1,2,4,128,8,4,512,256,32,8,64,32,128,0,2,2,8,1,3,2,3,0,2,1,2,1,1,0,0
7844,1,lookahead-2-zeros-0,lookahead-2-zeros,539,7844,1,2,4,128,8,4,512,256,32,8,64,32,128,0,4,4,8,1,1,4,3,0,2,1,2,1,1,0,0
7852,1,lookahead-2-zeros-0,lookahead-2-zeros,540,7852,1,2,4,128,8,4,512,256,32,8,64,32,128,8,8,2,0,1,2,2,4,0,2,1,2,1,1,0,0
7868,1,lookahead-2-zeros-0,lookahead-2-zeros,541,7868,1,2,4,128,0,2,512,256,8,4,64,32,32,16,8,2,128,1,3,2,2,1,2,1,2,1,1,0,0
7932,1,lookahead-2-zeros-0,lookahead-2-zeros,542,7932,1,2,4,128,2,2,512,256,8,4,64,64,0,16,8,2,128,1,4,2,2,1,0,2,2,1,1,0,0
7936,1,lookahead-2-zeros-0,lookahead-2-zeros,543,7936,1,4,4,128,2,4,512,256,8,16,64,64,128,2,8,2,0,1,3,3,2,1,0,2,2,1,1,0,0
8072,2,lookahead-2-zeros-0,lookahead-2-zeros,544,8072,2,0,8,128,2,4,512,256,8,0,16,128,128,2,2,8,2,2,4,1,3,1,0,0,3,1,1,0,0
8332,3,lookahead-2-zeros-0,lookahead-2-zeros,545,8332,3,8,128,2,0,4,512,256,8,16,256,0,2,4,8,2,0,3,3,2,3,1,0,0,1,2,1,0,0
8332,2,lookahead-2-zeros-0,lookahead-2-zeros,546,8332,2,0,8,128,2,4,512,256,8,0,16,256,2,2,4,8,2,2,4,2,3,1,0,0,1,2,1,0,0
8848,3,lookahead-2-zeros-0,lookahead-2-zeros,547,8848,3,4,8,128,2,2,512,512,8,0,16,8,4,0,4,2,0,3,3,3,3,1,0,0,1,0,2,0,0
8848,2,lookahead-2-zeros-0,lookahead-2-zeros,548,8848,2,0,8,128,2,0,512,512,2,4,16,8,8,2,4,2,4,2,4,3,3,1,0,0,1,0,2,0,0
9888,3,lookahead-2-zeros-0,lookahead-2-zeros,549,9888,3,0,8,128,2,2,0,1024,2,0,4,16,16,2,4,2,4,3,5,3,1,2,0,0,1,0,0,1,0
9904,5,lookahead-2-zeros-0,lookahead-2-zeros,550,9904,5,2,0,128,0,0,0,1024,4,0,8,16,16,4,8,2,4,5,2,3,2,2,0,0,1,0,0,1,0
9920,5,lookahead-2-zeros-0,lookahead-2-zeros,551,9920,5,2,16,128,4,4,0,1024,16,0,0,16,4,2,0,2,0,5,3,3,0,3,0,0,1,0,0,1,0
9924,5,lookahead-2-zeros-0,lookahead-2-zeros,552,9924,5,2,16,128,4,2,4,1024,16,0,0,16,4,0,0,0,4,5,2,4,0,3,0,0,1,0,0,1,0
9936,6,lookahead-2-zeros-0,lookahead-2-zeros,553,9936,6,4,0,0,0,0,0,128,4,0,16,1024,16,4,4,16,8,6,0,4,1,3,0,0,1,0,0,1,0
9944,6,lookahead-2-zeros-0,lookahead-2-zeros,554,9944,6,0,0,0,4,0,2,128,4,0,16,1024,16,0,8,16,8,6,1,2,2,3,0,0,1,0,0,1,0
9952,6,lookahead-2-zeros-0,lookahead-2-zeros,555,9952,6,0,0,0,0,0,2,128,8,0,16,1024,16,2,8,16,8,6,2,0,3,3,0,0,1,0,0,1,0
9952,5,lookahead-2-zeros-0,lookahead-2-zeros,556,9952,5,0,0,0,0,2,128,8,0,16,1024,16,2,2,8,16,8,5,3,0,3,3,0,0,1,0,0,1,0
9984,5,lookahead-2-zeros-0,lookahead-2-zeros,557,9984,5,0,0,0,2,2,128,0,0,16,1024,8,2,2,8,32,8,5,4,0,3,1,1,0,1,0,0,1,0
9988,5,lookahead-2-zeros-0,lookahead-2-zeros,558,9988,5,2,128,8,4,16,1024,32,8,2,8,0,0,0,0,0,2,5,3,1,3,1,1,0,1,0,0,1,0
9988,4,lookahead-2-zeros-0,lookahead-2-zeros,559,9988,4,2,128,8,4,16,1024,32,8,2,0,2,8,0,0,0,2,4,4,1,3,1,1,0,1,0,0,1,0
10004,4,lookahead-2-zeros-0,lookahead-2-zeros,560,10004,4,2,128,8,4,16,1024,32,16,2,0,2,2,0,0,2,0,4,5,1,1,2,1,0,1,0,0,1,0
10008,4,lookahead-2-zeros-0,lookahead-2-zeros,561,10008,4,2,128,8,4,16,1024,32,16,4,2,2,0,2,0,0,0,4,4,2,1,2,1,0,1,0,0,1,0
10012,4,lookahead-2-zeros-0,lookahead-2-zeros,562,10012,4,2,128,8,4,16,1024,32,16,4,4,0,2,2,0,0,0,4,3,3,1,2,1,0,1,0,0,1,0
10020,4,lookahead-2-zeros-0,lookahead-2-zeros,563,10020,4,2,128,8,4,16,1024,32,16,0,0,8,2,0,2,0,2,4,4,1,2,2,1,0,1,0,0,1,0
10024,4,lookahead-2-zeros-0,lookahead-2-zeros,564,10024,4,2,128,8,4,16,1024,32,16,0,2,8,4,0,2,0,0,4,3,2,2,2,1,0,1,0,0,1,0
10028,4,lookahead-2-zeros-0,lookahead-2-zeros,565,10028,4,0,0,0,0,2,128,8,4,2,1024,32,16,16,4,8,4,4,2,3,2,2,1,0,1,0,0,1,0
10032,4,lookahead-2-zeros-0,lookahead-2-zeros,566,10032,4,0,0,0,0,2,128,8,4,4,1024,32,16,16,4,8,4,4,1,4,2,2,1,0,1,0,0,1,0
10032,3,lookahead-2-zeros-0,lookahead-2-zeros,567,10032,3,2,128,8,4,4,1024,32,16,16,4,8,4,0,2,0,0,3,2,4,2,2,1,0,1,0,0,1,0
10032,2,lookahead-2-zeros-0,lookahead-2-zeros,568,10032,2,0,128,0,2,2,1024,8,4,4,4,32,16,16,2,8,4,2,3,4,2,2,1,0,1,0,0,1,0
10040,2,lookahead-2-zeros-0,lookahead-2-zeros,569,10040,2,128,2,2,0,2,1024,8,4,8,32,16,0,16,2,8,4,2,4,2,3,2,1,0,1,0,0,1,0
10048,2,lookahead-2-zeros-0,lookahead-2-zeros,570,10048,2,128,2,2,0,2,1024,8,2,8,32,16,0,16,2,8,8,2,5,0,4,2,1,0,1,0,0,1,0
10068,3,lookahead-2-zeros-0,lookahead-2-zeros,571,10068,3,0,2,128,4,2,1024,8,2,0,8,32,16,0,16,2,16,3,4,1,2,3,1,0,1,0,0,1,0
10100,3,lookahead-2-zeros-0,lookahead-2-zeros,572,10100,3,2,2,128,4,2,1024,8,2,0,8,32,32,0,16,2,0,3,5,1,2,1,2,0,1,0,0,1,0
10168,4,lookahead-2-zeros-0,lookahead-2-zeros,573,10168,4,4,128,4,0,2,1024,8,2,8,64,2,0,16,2,0,0,4,4,2,2,1,0,1,1,0,0,1,0
10168,3,lookahead-2-zeros-0,lookahead-2-zeros,574,10168,3,2,4,128,4,2,1024,8,2,0,8,64,2,0,0,16,2,3,5,2,2,1,0,1,1,0,0,1,0
10176,4,lookahead-2-zeros-0,lookahead-2-zeros,575,10176,4,4,4,128,4,0,1024,8,4,0,8,64,2,0,2,16,0,4,2,4,2,1,0,1,1,0,0,1,0
10184,4,lookahead-2-zeros-0,lookahead-2-zeros,576,10184,4,8,128,4,0,1024,8,4,0,8,64,2,2,2,16,0,0,4,3,2,3,1,0,1,1,0,0,1,0
10188,4,lookahead-2-zeros-0,lookahead-2-zeros,577,10188,4,0,8,128,4,0,1024,8,4,0,8,64,4,2,0,2,16,4,2,3,3,1,0,1,1,0,0,1,0
10196,4,lookahead-2-zeros-0,lookahead-2-zeros,578,10196,4,0,0,128,2,0,8,8,4,0,1024,64,8,2,8,2,16,4,3,1,4,1,0,1,1,0,0,1,0
10212,4,lookahead-2-zeros-0,lookahead-2-zeros,579,10212,4,128,2,0,0,16,4,0,0,1024,64,8,2,2,8,2,16,4,4,1,2,2,0,1,1,0,0,1,0
10212,3,lookahead-2-zeros-0,lookahead-2-zeros,580,10212,3,128,2,0,0,16,4,2,0,1024,64,8,2,2,8,2,16,3,5,1,2,2,0,1,1,0,0,1,0
10212,2,lookahead-2-zeros-0,lookahead-2-zeros,581,10212,2,128,2,2,2,16,4,8,16,1024,64,2,0,2,8,2,0,2,6,1,2,2,0,1,1,0,0,1,0
10216,2,lookahead-2-zeros-0,lookahead-2-zeros,582,10216,2,128,4,2,0,16,4,8,16,1024,64,2,0,2,8,2,2,2,5,2,2,2,0,1,1,0,0,1,0
10228,3,lookahead-2-zeros-0,lookahead-2-zeros,583,10228,3,128,8,2,16,16,64,8,2,1024,8,4,0,2,2,0,0,3,4,1,3,2,0,1,1,0,0,1,0
10232,3,lookahead-2-zeros-0,lookahead-2-zeros,584,10232,3,128,8,2,16,16,64,8,2,0,1024,8,4,0,0,2,4,3,3,2,3,2,0,1,1,0,0,1,0
10256,4,lookahead-2-zeros-0,lookahead-2-zeros,585,10256,4,2,0,0,0,0,8,2,16,128,64,16,2,16,1024,2,8,4,4,0,2,3,0,1,1,0,0,1,0
10256,3,lookahead-2-zeros-0,lookahead-2-zeros,586,10256,3,2,2,0,0,8,2,16,0,128,64,16,2,16,1024,2,8,3,5,0,2,3,0,1,1,0,0,1,0
10292,4,lookahead-2-zeros-0,lookahead-2-zeros,587,10292,4,2,0,0,2,8,4,0,0,128,64,32,2,16,1024,2,8,4,4,1,2,1,1,1,1,0,0,1,0
10296,4,lookahead-2-zeros-0,lookahead-2-zeros,588,10296,4,2,0,0,4,0,0,8,4,128,64,32,2,16,1024,2,8,4,3,2,2,1,1,1,1,0,0,1,0
10304,4,lookahead-2-zeros-0,lookahead-2-zeros,589,10304,4,2,64,8,8,128,1024,32,2,16,2,2,8,0,0,0,0,4,4,0,3,1,1,1,1,0,0,1,0
10324,5,lookahead-2-zeros-0,lookahead-2-zeros,590,10324,5,2,64,16,0,128,1024,32,2,16,4,8,0,0,0,0,2,5,3,1,1,2,1,1,1,0,0,1,0
10328,5,lookahead-2-zeros-0,lookahead-2-zeros,591,10328,5,0,0,0,2,2,64,16,0,128,1024,32,0,16,4,8,4,5,2,2,1,2,1,1,1,0,0,1,0
10328,4,lookahead-2-zeros-0,lookahead-2-zeros,592,10328,4,2,2,0,0,2,64,16,0,128,1024,32,0,16,4,8,4,4,3,2,1,2,1,1,1,0,0,1,0
10332,4,lookahead-2-zeros-0,lookahead-2-zeros,593,10332,4,0,0,2,4,0,2,64,16,0,128,1024,32,16,4,8,4,4,2,3,1,2,1,1,1,0,0,1,0
10332,3,lookahead-2-zeros-0,lookahead-2-zeros,594,10332,3,16,2,2,4,0,128,64,16,0,4,1024,32,2,0,8,4,3,3,3,1,2,1,1,1,0,0,1,0
10336,3,lookahead-2-zeros-0,lookahead-2-zeros,595,10336,3,0,16,4,4,0,128,64,16,0,4,1024,32,2,2,8,4,3,2,4,1,2,1,1,1,0,0,1,0
10348,4,lookahead-2-zeros-0,lookahead-2-zeros,596,10348,4,0,2,16,8,0,128,64,16,0,4,1024,32,0,4,8,4,4,1,3,2,2,1,1,1,0,0,1,0
10356,4,lookahead-2-zeros-0,lookahead-2-zeros,597,10356,4,2,0,16,8,0,2,64,16,0,128,1024,32,0,8,8,4,4,2,1,3,2,1,1,1,0,0,1,0
10372,4,lookahead-2-zeros-0,lookahead-2-zeros,598,10372,4,0,2,16,8,2,2,64,16,0,128,1024,32,0,0,16,4,4,3,1,1,3,1,1,1,0,0,1,0
10376,4,lookahead-2-zeros-0,lookahead-2-zeros,599,10376,4,0,0,16,8,2,0,64,16,0,4,1024,32,2,128,16,4,4,2,2,1,3,1,1,1,0,0,1,0
10380,4,lookahead-2-zeros-0,lookahead-2-zeros,600,10380,4,4,4,16,8,2,128,64,16,0,0,1024,32,0,0,16,4,4,1,3,1,3,1,1,1,0,0,1,0
10388,4,lookahead-2-zeros-0,lookahead-2-zeros,601,10388,4,0,8,16,8,2,128,64,16,0,0,1024,32,0,2,16,4,4,2,1,2,3,1,1,1,0,0,1,0
10388,3,lookahead-2-zeros-0,lookahead-2-zeros,602,10388,3,2,8,16,8,0,128,64,16,0,2,1024,32,2,0,16,4,3,3,1,2,3,1,1,1,0,0,1,0
10392,3,lookahead-2-zeros-0,lookahead-2-zeros,603,10392,3,4,8,16,8,0,128,64,16,0,2,1024,32,2,0,16,4,3,2,2,2,3,1,1,1,0,0,1,0
10392,2,lookahead-2-zeros-0,lookahead-2-zeros,604,10392,2,4,8,16,8,128,64,16,0,2,1024,32,2,2,16,4,0,2,3,2,2,3,1,1,1,0,0,1,0
10428,3,lookahead-2-zeros-0,lookahead-2-zeros,605,10428,3,4,8,32,8,128,64,32,2,4,1024,4,0,0,16,0,4,3,1,4,2,1,2,1,1,0,0,1,0
10492,3,lookahead-2-zeros-0,lookahead-2-zeros,606,10492,3,0,8,0,0,4,64,2,8,128,1024,64,2,4,16,4,4,3,2,4,2,1,0,2,1,0,0,1,0
10500,3,lookahead-2-zeros-0,lookahead-2-zeros,607,10500,3,2,0,0,8,4,64,2,8,128,1024,64,2,0,4,16,8,3,3,2,3,1,0,2,1,0,0,1,0
10500,2,lookahead-2-zeros-0,lookahead-2-zeros,608,10500,2,2,0,2,8,4,64,2,8,128,1024,64,2,0,4,16,8,2,4,2,3,1,0,2,1,0,0,1,0
10520,3,lookahead-2-zeros-0,lookahead-2-zeros,609,10520,3,2,64,4,16,4,1024,64,2,128,4,16,8,0,0,2,0,3,3,3,1,2,0,2,1,0,0,1,0
10520,2,lookahead-2-zeros-0,lookahead-2-zeros,610,10520,2,0,0,4,2,2,64,64,16,4,1024,16,2,128,4,2,8,2,4,3,1,2,0,2,1,0,0,1,0
10648,2,lookahead-2-zeros-0,lookahead-2-zeros,611,10648,2,0,0,4,2,2,2,128,16,4,1024,16,2,128,4,2,8,2,5,3,1,2,0,0,2,0,0,1,0
10652,2,lookahead-2-zeros-0,lookahead-2-zeros,612,10652,2,4,2,0,0,4,128,16,2,4,1024,16,2,128,4,2,8,2,4,4,1,2,0,0,2,0,0,1,0
10696,4,lookahead-2-zeros-0,lookahead-2-zeros,613,10696,4,0,2,0,4,4,128,0,0,8,1024,32,4,128,4,2,8,4,2,4,2,0,1,0,2,0,0,1,0
10704,4,lookahead-2-zeros-0,lookahead-2-zeros,614,10704,4,2,2,0,0,4,128,0,0,8,1024,32,8,128,4,2,8,4,3,2,3,0,1,0,2,0,0,1,0
10708,4,lookahead-2-zeros-0,lookahead-2-zeros,615,10708,4,4,0,0,0,4,128,2,0,8,1024,32,8,128,4,2,8,4,2,3,3,0,1,0,2,0,0,1,0
10732,5,lookahead-2-zeros-0,lookahead-2-zeros,616,10732,5,8,128,2,16,8,1024,32,0,128,4,2,0,0,4,0,0,5,2,2,2,1,1,0,2,0,0,1,0
10756,6,lookahead-2-zeros-0,lookahead-2-zeros,617,10756,6,0,0,0,4,0,128,2,0,16,1024,32,0,128,8,2,16,6,2,1,1,2,1,0,2,0,0,1,0
10756,5,lookahead-2-zeros-0,lookahead-2-zeros,618,10756,5,4,0,2,0,128,2,0,0,16,1024,32,0,128,8,2,16,5,3,1,1,2,1,0,2,0,0,1,0
