x,y,line,algo,step,reward,zeros,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,cnt0,cnt2,cnt4,cnt8,cnt16,cnt32,cnt64,cnt128,cnt256,cnt512,cnt1024,cnt2048
168,8,reward-greedy-0,reward-greedy,28,168,8,0,0,8,2,0,32,8,4,0,0,0,4,0,2,0,4,8,2,3,2,0,1,0,0,0,0,0,0
192,9,reward-greedy-0,reward-greedy,29,192,9,0,32,16,2,2,2,0,8,0,0,0,4,0,0,0,0,9,3,1,1,1,1,0,0,0,0,0,0
196,9,reward-greedy-0,reward-greedy,30,196,9,0,32,16,2,0,0,4,8,0,0,0,4,0,2,0,0,9,2,2,1,1,1,0,0,0,0,0,0
196,8,reward-greedy-0,reward-greedy,31,196,8,2,32,16,2,0,0,4,8,0,0,0,4,0,0,0,2,8,3,2,1,1,1,0,0,0,0,0,0
196,7,reward-greedy-0,reward-greedy,32,196,7,2,32,16,2,0,0,4,8,0,2,0,4,0,0,0,2,7,4,2,1,1,1,0,0,0,0,0,0
196,6,reward-greedy-0,reward-greedy,33,196,6,2,32,16,2,2,2,4,8,0,0,0,4,0,0,0,2,6,5,2,1,1,1,0,0,0,0,0,0
200,6,reward-greedy-0,reward-greedy,34,200,6,4,32,16,2,0,2,4,8,0,0,2,4,0,0,0,2,6,4,3,1,1,1,0,0,0,0,0,0
200,5,reward-greedy-0,reward-greedy,35,200,5,2,0,0,2,0,0,16,8,0,32,4,4,4,2,2,2,5,5,3,1,1,1,0,0,0,0,0,0
216,7,reward-greedy-0,reward-greedy,36,216,7,4,0,2,0,16,8,0,0,32,8,0,0,4,4,2,0,7,2,3,2,1,1,0,0,0,0,0,0
236,8,reward-greedy-0,reward-greedy,37,236,8,4,16,4,0,16,4,0,0,32,0,0,4,4,0,0,0,8,0,5,0,2,1,0,0,0,0,0,0
236,7,reward-greedy-0,reward-greedy,38,236,7,4,16,4,4,16,4,0,0,32,0,0,0,4,2,0,0,7,1,5,0,2,1,0,0,0,0,0,0
244,7,reward-greedy-0,reward-greedy,39,244,7,0,4,16,8,0,4,16,4,0,0,0,32,0,0,4,2,7,1,4,1,2,1,0,0,0,0,0,0
284,8,reward-greedy-0,reward-greedy,40,284,8,0,8,32,8,0,2,4,4,0,0,0,32,0,0,0,2,8,2,2,2,0,2,0,0,0,0,0,0
292,8,reward-greedy-0,reward-greedy,41,292,8,8,32,8,2,2,8,0,0,32,0,0,0,2,0,0,0,8,3,0,3,0,2,0,0,0,0,0,0
292,7,reward-greedy-0,reward-greedy,42,292,7,8,32,8,2,2,8,0,2,32,0,0,0,2,0,0,0,7,4,0,3,0,2,0,0,0,0,0,0
296,7,reward-greedy-0,reward-greedy,43,296,7,8,0,0,2,2,0,0,0,32,32,0,0,2,8,8,4,7,3,1,3,0,2,0,0,0,0,0,0
376,8,reward-greedy-0,reward-greedy,44,376,8,0,0,8,2,0,2,0,2,0,0,0,64,0,2,16,4,8,4,1,1,1,0,1,0,0,0,0,0
384,9,reward-greedy-0,reward-greedy,45,384,9,0,0,0,0,0,0,0,4,0,2,8,64,0,4,16,4,9,1,3,1,1,0,1,0,0,0,0,0
384,8,reward-greedy-0,reward-greedy,46,384,8,0,0,0,0,0,0,0,4,2,2,8,64,0,4,16,4,8,2,3,1,1,0,1,0,0,0,0,0
388,8,reward-greedy-0,reward-greedy,47,388,8,0,2,0,0,0,0,0,4,0,4,8,64,0,4,16,4,8,1,4,1,1,0,1,0,0,0,0,0
396,8,reward-greedy-0,reward-greedy,48,396,8,0,2,8,4,0,8,16,64,0,0,0,4,0,2,0,0,8,2,2,2,1,0,1,0,0,0,0,0
396,7,reward-greedy-0,reward-greedy,49,396,7,0,2,8,4,0,8,16,64,0,0,0,4,0,0,2,2,7,3,2,2,1,0,1,0,0,0,0,0
400,7,reward-greedy-0,reward-greedy,50,400,7,0,2,8,4,0,8,16,64,0,2,0,4,0,0,0,4,7,2,3,2,1,0,1,0,0,0,0,0
408,7,reward-greedy-0,reward-greedy,51,408,7,0,2,8,4,2,8,16,64,0,2,0,8,0,0,0,0,7,3,1,3,1,0,1,0,0,0,0,0
408,6,reward-greedy-0,reward-greedy,52,408,6,2,2,8,4,0,8,16,64,0,2,0,8,0,2,0,0,6,4,1,3,1,0,1,0,0,0,0,0
412,6,reward-greedy-0,reward-greedy,53,412,6,0,4,8,4,0,8,16,64,0,2,2,8,0,0,0,2,6,3,2,3,1,0,1,0,0,0,0,0
416,6,reward-greedy-0,reward-greedy,54,416,6,0,4,8,4,0,8,16,64,0,0,4,8,2,0,0,2,6,2,3,3,1,0,1,0,0,0,0,0
420,6,reward-greedy-0,reward-greedy,55,420,6,2,4,8,4,0,8,16,64,0,0,4,8,0,0,0,4,6,1,4,3,1,0,1,0,0,0,0,0
420,5,reward-greedy-0,reward-greedy,56,420,5,2,4,8,4,0,8,16,64,0,2,4,8,0,0,0,4,5,2,4,3,1,0,1,0,0,0,0,0
420,4,reward-greedy-0,reward-greedy,57,420,4,2,0,0,4,0,4,8,64,0,8,16,8,2,2,4,4,4,3,4,3,1,0,1,0,0,0,0,0
432,5,reward-greedy-0,reward-greedy,58,432,5,0,0,2,4,0,4,8,64,0,8,16,8,2,0,4,8,5,2,3,4,1,0,1,0,0,0,0,0
448,5,reward-greedy-0,reward-greedy,59,448,5,2,4,2,4,0,8,8,64,0,0,16,16,0,0,4,2,5,3,3,2,2,0,1,0,0,0,0,0
496,6,reward-greedy-0,reward-greedy,60,496,6,2,4,2,4,0,0,16,64,0,0,0,32,2,0,4,2,6,4,3,0,1,1,1,0,0,0,0,0
500,6,reward-greedy-0,reward-greedy,61,500,6,4,4,2,4,0,2,16,64,0,0,4,32,0,0,0,2,6,3,4,0,1,1,1,0,0,0,0,0
508,6,reward-greedy-0,reward-greedy,62,508,6,2,8,2,4,0,2,16,64,0,0,4,32,0,0,0,2,6,4,2,1,1,1,1,0,0,0,0,0
508,5,reward-greedy-0,reward-greedy,63,508,5,0,0,0,4,0,2,2,64,0,8,16,32,2,2,4,2,5,5,2,1,1,1,1,0,0,0,0,0
516,6,reward-greedy-0,reward-greedy,64,516,6,4,0,0,2,4,64,0,0,8,16,32,0,4,4,2,0,6,2,4,1,1,1,1,0,0,0,0,0
524,6,reward-greedy-0,reward-greedy,65,524,6,2,0,4,2,0,0,4,64,0,8,16,32,0,0,8,2,6,3,2,2,1,1,1,0,0,0,0,0
532,6,reward-greedy-0,reward-greedy,66,532,6,2,8,8,2,2,0,16,64,0,0,8,32,0,0,0,2,6,4,0,3,1,1,1,0,0,0,0,0
548,6,reward-greedy-0,reward-greedy,67,548,6,2,16,2,0,2,16,64,2,8,32,0,0,2,0,0,0,6,5,0,1,2,1,1,0,0,0,0,0
584,7,reward-greedy-0,reward-greedy,68,584,7,0,0,0,0,4,0,0,4,8,32,2,0,2,32,64,2,7,3,2,1,0,2,1,0,0,0,0,0
648,7,reward-greedy-0,reward-greedy,69,648,7,0,2,0,0,4,0,0,0,8,0,2,4,2,64,64,2,7,4,2,1,0,0,2,0,0,0,0,0
776,7,reward-greedy-0,reward-greedy,70,776,7,2,0,0,2,4,0,0,0,8,2,4,0,2,128,2,0,7,5,2,1,0,0,0,1,0,0,0,0
780,7,reward-greedy-0,reward-greedy,71,780,7,4,0,2,0,4,0,0,0,8,2,4,0,2,128,2,0,7,4,3,1,0,0,0,1,0,0,0,0
788,7,reward-greedy-0,reward-greedy,72,788,7,8,2,2,0,8,128,4,0,2,0,2,0,0,0,2,0,7,5,1,2,0,0,0,1,0,0,0,0
808,8,reward-greedy-0,reward-greedy,73,808,8,2,0,0,0,0,0,2,0,16,2,4,0,2,128,4,0,8,4,2,0,1,0,0,1,0,0,0,0
816,8,reward-greedy-0,reward-greedy,74,816,8,2,2,2,0,16,128,8,0,2,0,0,0,0,0,2,0,8,5,0,1,1,0,0,1,0,0,0,0
820,8,reward-greedy-0,reward-greedy,75,820,8,0,0,2,4,0,16,128,8,2,0,0,2,0,0,0,2,8,4,1,1,1,0,0,1,0,0,0,0
824,8,reward-greedy-0,reward-greedy,76,824,8,2,16,2,4,2,0,128,8,0,0,0,4,0,0,0,0,8,3,2,1,1,0,0,1,0,0,0,0
828,8,reward-greedy-0,reward-greedy,77,828,8,0,0,0,0,0,0,0,4,0,2,2,8,4,16,128,4,8,2,3,1,1,0,0,1,0,0,0,0
832,8,reward-greedy-0,reward-greedy,78,832,8,0,0,2,0,0,0,0,4,0,0,4,8,4,16,128,4,8,1,4,1,1,0,0,1,0,0,0,0
832,7,reward-greedy-0,reward-greedy,79,832,7,4,16,2,4,0,0,4,8,0,0,128,4,0,0,0,2,7,2,4,1,1,0,0,1,0,0,0,0
832,6,reward-greedy-0,reward-greedy,80,832,6,0,0,0,4,2,0,2,8,0,0,4,4,4,16,128,2,6,3,4,1,1,0,0,1,0,0,0,0
844,7,reward-greedy-0,reward-greedy,81,844,7,2,0,0,4,0,0,4,8,0,0,0,8,4,16,128,2,7,2,3,2,1,0,0,1,0,0,0,0
860,7,reward-greedy-0,reward-greedy,82,860,7,0,0,2,0,0,0,0,4,2,0,4,16,4,16,128,2,7,3,3,0,2,0,0,1,0,0,0,0
860,6,reward-greedy-0,reward-greedy,83,860,6,2,16,2,4,4,0,4,16,0,0,128,2,0,0,0,2,6,4,3,0,2,0,0,1,0,0,0,0
868,6,reward-greedy-0,reward-greedy,84,868,6,2,16,2,4,0,0,8,16,0,2,128,2,0,0,0,2,6,5,1,1,2,0,0,1,0,0,0,0
872,6,reward-greedy-0,reward-greedy,85,872,6,0,0,0,2,0,0,2,4,0,16,8,16,2,2,128,4,6,4,2,1,2,0,0,1,0,0,0,0
876,6,reward-greedy-0,reward-greedy,86,876,6,2,2,0,0,2,4,0,0,16,8,16,0,4,128,4,0,6,3,3,1,2,0,0,1,0,0,0,0
880,6,reward-greedy-0,reward-greedy,87,880,6,0,2,0,2,4,4,0,0,16,8,16,0,4,128,4,0,6,2,4,1,2,0,0,1,0,0,0,0
892,7,reward-greedy-0,reward-greedy,88,892,7,0,0,0,4,0,0,2,8,0,16,8,16,0,4,128,4,7,1,3,2,2,0,0,1,0,0,0,0
892,6,reward-greedy-0,reward-greedy,89,892,6,4,2,0,0,2,8,0,0,16,8,16,0,4,128,4,0,6,2,3,2,2,0,0,1,0,0,0,0
908,6,reward-greedy-0,reward-greedy,90,908,6,4,0,2,0,2,2,0,0,16,16,16,0,4,128,4,0,6,3,3,0,3,0,0,1,0,0,0,0
944,7,reward-greedy-0,reward-greedy,91,944,7,4,2,0,0,4,0,0,0,32,16,2,0,4,128,4,0,7,2,4,0,1,1,0,1,0,0,0,0
952,7,reward-greedy-0,reward-greedy,92,952,7,0,0,0,2,8,2,0,0,32,16,2,0,4,128,4,0,7,3,2,1,1,1,0,1,0,0,0,0
952,6,reward-greedy-0,reward-greedy,93,952,6,2,0,0,0,8,2,0,0,32,16,2,0,4,128,4,2,6,4,2,1,1,1,0,1,0,0,0,0
952,5,reward-greedy-0,reward-greedy,94,952,5,2,0,0,2,0,0,8,2,0,32,16,2,4,128,4,2,5,5,2,1,1,1,0,1,0,0,0,0
960,6,reward-greedy-0,reward-greedy,95,960,6,0,0,0,0,0,2,8,0,2,32,16,4,4,128,4,4,6,2,4,1,1,1,0,1,0,0,0,0
968,6,reward-greedy-0,reward-greedy,96,968,6,2,2,8,8,4,32,16,0,0,128,4,2,0,0,0,0,6,3,2,2,1,1,0,1,0,0,0,0
988,7,reward-greedy-0,reward-greedy,97,988,7,0,0,4,16,0,4,32,16,2,128,4,2,0,0,0,0,7,2,3,0,2,1,0,1,0,0,0,0
1020,7,reward-greedy-0,reward-greedy,98,1020,7,0,0,0,2,0,0,4,0,0,4,32,32,2,128,4,2,7,3,3,0,0,2,0,1,0,0,0,0
1084,7,reward-greedy-0,reward-greedy,99,1084,7,2,0,0,0,4,0,2,0,4,64,0,0,2,128,4,2,7,4,3,0,0,0,1,1,0,0,0,0
1092,7,reward-greedy-0,reward-greedy,100,1092,7,2,64,2,2,8,128,4,2,2,0,0,0,0,0,0,0,7,5,1,1,0,0,1,1,0,0,0,0
1096,7,reward-greedy-0,reward-greedy,101,1096,7,0,0,0,0,2,0,0,0,8,64,2,2,2,128,4,4,7,4,2,1,0,0,1,1,0,0,0,0
1108,8,reward-greedy-0,reward-greedy,102,1108,8,0,0,0,0,2,0,0,0,8,64,4,0,2,128,8,2,8,3,1,2,0,0,1,1,0,0,0,0
1108,7,reward-greedy-0,reward-greedy,103,1108,7,0,0,0,0,2,0,0,2,8,64,4,0,2,128,8,2,7,4,1,2,0,0,1,1,0,0,0,0
1112,7,reward-greedy-0,reward-greedy,104,1112,7,0,0,0,2,4,0,0,0,8,64,4,0,2,128,8,2,7,3,2,2,0,0,1,1,0,0,0,0
1116,7,reward-greedy-0,reward-greedy,105,1116,7,4,64,4,4,8,128,8,0,2,0,0,2,0,0,0,0,7,2,3,2,0,0,1,1,0,0,0,0
1128,8,reward-greedy-0,reward-greedy,106,1128,8,0,4,64,8,0,8,128,8,0,0,0,4,0,4,0,0,8,0,3,3,0,0,1,1,0,0,0,0
1144,8,reward-greedy-0,reward-greedy,107,1144,8,0,4,64,16,0,8,128,4,0,4,0,0,0,0,2,0,8,1,3,1,1,0,1,1,0,0,0,0
1144,7,reward-greedy-0,reward-greedy,108,1144,7,2,4,64,16,0,8,128,4,0,0,0,4,0,0,0,2,7,2,3,1,1,0,1,1,0,0,0,0
1152,7,reward-greedy-0,reward-greedy,109,1152,7,2,0,0,0,0,0,0,16,0,4,64,8,2,8,128,2,7,3,1,2,1,0,1,1,0,0,0,0
1156,7,reward-greedy-0,reward-greedy,110,1156,7,0,0,0,2,0,0,0,16,0,4,64,8,4,8,128,2,7,2,2,2,1,0,1,1,0,0,0,0
1156,6,reward-greedy-0,reward-greedy,111,1156,6,4,4,64,2,0,8,128,16,0,2,0,8,0,0,0,2,6,3,2,2,1,0,1,1,0,0,0,0
1164,6,reward-greedy-0,reward-greedy,112,1164,6,0,8,64,2,0,8,128,16,0,0,2,8,2,0,0,2,6,4,0,3,1,0,1,1,0,0,0,0
1180,6,reward-greedy-0,reward-greedy,113,1180,6,0,0,0,2,2,0,64,16,0,0,128,8,2,16,2,2,6,5,0,1,2,0,1,1,0,0,0,0
1184,6,reward-greedy-0,reward-greedy,114,1184,6,0,0,0,2,0,2,64,16,0,0,128,8,4,16,2,2,6,4,1,1,2,0,1,1,0,0,0,0
1188,6,reward-greedy-0,reward-greedy,115,1188,6,2,0,2,0,2,64,16,0,128,8,0,0,4,16,4,0,6,3,2,1,2,0,1,1,0,0,0,0
1192,6,reward-greedy-0,reward-greedy,116,1192,6,4,64,2,0,128,8,16,0,4,16,4,0,0,2,0,0,6,2,3,1,2,0,1,1,0,0,0,0
1192,5,reward-greedy-0,reward-greedy,117,1192,5,4,64,2,0,128,8,16,0,4,16,4,2,2,0,0,0,5,3,3,1,2,0,1,1,0,0,0,0
1192,4,reward-greedy-0,reward-greedy,118,1192,4,0,4,64,2,0,128,8,16,4,16,4,2,0,2,0,2,4,4,3,1,2,0,1,1,0,0,0,0
1196,4,reward-greedy-0,reward-greedy,119,1196,4,4,64,2,0,128,8,16,0,4,16,4,2,4,0,0,2,4,3,4,1,2,0,1,1,0,0,0,0
1208,5,reward-greedy-0,reward-greedy,120,1208,5,2,0,0,0,4,64,2,0,128,8,16,0,8,16,4,4,5,2,3,2,2,0,1,1,0,0,0,0
1216,5,reward-greedy-0,reward-greedy,121,1216,5,2,0,0,4,4,64,2,0,128,8,16,0,8,16,8,0,5,2,2,3,2,0,1,1,0,0,0,0
1216,4,reward-greedy-0,reward-greedy,122,1216,4,2,64,2,4,4,8,16,0,128,16,8,4,8,0,0,0,4,2,3,3,2,0,1,1,0,0,0,0
1224,4,reward-greedy-0,reward-greedy,123,1224,4,2,0,2,0,4,64,2,0,128,8,16,0,8,16,8,8,4,3,1,4,2,0,1,1,0,0,0,0
1244,5,reward-greedy-0,reward-greedy,124,1244,5,2,0,0,4,0,4,64,2,0,128,8,16,0,8,16,16,5,2,2,2,3,0,1,1,0,0,0,0
1276,5,reward-greedy-0,reward-greedy,125,1276,5,0,0,0,0,2,4,64,4,0,128,8,2,2,8,16,32,5,3,2,2,1,1,1,1,0,0,0,0
1280,5,reward-greedy-0,reward-greedy,126,1280,5,4,4,64,4,0,128,8,2,2,8,16,32,0,0,0,0,5,2,3,2,1,1,1,1,0,0,0,0
1288,5,reward-greedy-0,reward-greedy,127,1288,5,8,64,4,0,128,8,2,0,2,8,16,32,2,0,0,0,5,3,1,3,1,1,1,1,0,0,0,0
1308,6,reward-greedy-0,reward-greedy,128,1308,6,8,64,4,32,128,16,2,0,4,0,16,0,0,0,0,2,6,2,2,1,2,1,1,1,0,0,0,0
1308,5,reward-greedy-0,reward-greedy,129,1308,5,0,0,0,4,8,0,4,0,128,64,2,32,4,16,16,2,5,2,3,1,2,1,1,1,0,0,0,0
1340,5,reward-greedy-0,reward-greedy,130,1340,5,4,0,0,0,8,4,0,0,128,64,2,32,4,32,2,2,5,3,3,1,0,2,1,1,0,0,0,0
1344,5,reward-greedy-0,reward-greedy,131,1344,5,4,0,0,2,8,4,0,0,128,64,0,32,4,32,4,2,5,2,4,1,0,2,1,1,0,0,0,0
1344,4,reward-greedy-0,reward-greedy,132,1344,4,4,0,0,0,8,4,0,2,128,64,2,32,4,32,4,2,4,3,4,1,0,2,1,1,0,0,0,0
1344,3,reward-greedy-0,reward-greedy,133,1344,3,4,0,2,0,8,4,0,2,128,64,2,32,4,32,4,2,3,4,4,1,0,2,1,1,0,0,0,0
1348,3,reward-greedy-0,reward-greedy,134,1348,3,4,4,4,2,8,64,4,32,128,32,0,2,4,2,0,0,3,3,5,1,0,2,1,1,0,0,0,0
1356,3,reward-greedy-0,reward-greedy,135,1356,3,4,4,0,0,8,64,2,2,128,32,0,32,4,2,8,2,3,4,3,2,0,2,1,1,0,0,0,0
1432,5,reward-greedy-0,reward-greedy,136,1432,5,8,0,0,0,8,64,4,0,128,64,2,0,4,2,8,2,5,3,2,3,0,0,2,1,0,0,0,0
1576,6,reward-greedy-0,reward-greedy,137,1576,6,0,2,0,0,16,0,4,0,128,128,2,0,4,2,8,2,6,4,2,1,1,0,0,2,0,0,0,0
1832,6,reward-greedy-0,reward-greedy,138,1832,6,2,0,2,0,16,4,0,0,256,2,0,0,4,2,8,2,6,5,2,1,1,0,0,0,1,0,0,0
1836,6,reward-greedy-0,reward-greedy,139,1836,6,0,0,0,4,0,0,16,4,2,0,256,2,4,2,8,2,6,4,3,1,1,0,0,0,1,0,0,0
1848,7,reward-greedy-0,reward-greedy,140,1848,7,0,0,0,0,0,0,16,0,2,2,256,8,4,2,8,4,7,3,2,2,1,0,0,0,1,0,0,0
1852,7,reward-greedy-0,reward-greedy,141,1852,7,0,0,0,0,0,0,16,2,2,0,256,8,4,4,8,4,7,2,3,2,1,0,0,0,1,0,0,0
1860,7,reward-greedy-0,reward-greedy,142,1860,7,0,0,0,0,16,2,2,0,2,256,8,0,8,8,4,0,7,3,1,3,1,0,0,0,1,0,0,0
1880,8,reward-greedy-0,reward-greedy,143,1880,8,0,0,0,0,16,4,2,0,2,256,8,0,16,4,0,0,8,2,2,1,2,0,0,0,1,0,0,0
1880,7,reward-greedy-0,reward-greedy,144,1880,7,16,4,2,0,2,256,8,0,16,4,0,0,0,0,4,0,7,2,3,1,2,0,0,0,1,0,0,0
1880,6,reward-greedy-0,reward-greedy,145,1880,6,0,16,4,2,0,2,256,8,0,0,16,4,0,2,0,4,6,3,3,1,2,0,0,0,1,0,0,0
1892,7,reward-greedy-0,reward-greedy,146,1892,7,0,0,0,0,0,2,4,2,0,16,256,8,0,4,16,8,7,2,2,2,2,0,0,0,1,0,0,0
1908,7,reward-greedy-0,reward-greedy,147,1908,7,0,2,4,2,0,16,256,16,0,4,16,0,4,0,0,0,7,2,3,0,3,0,0,0,1,0,0,0
1908,6,reward-greedy-0,reward-greedy,148,1908,6,0,0,0,0,0,2,4,2,0,16,256,2,4,4,16,16,6,3,3,0,3,0,0,0,1,0,0,0
1948,7,reward-greedy-0,reward-greedy,149,1948,7,0,0,0,0,2,4,2,2,16,256,2,0,8,32,0,0,7,4,1,1,1,1,0,0,1,0,0,0
1952,7,reward-greedy-0,reward-greedy,150,1952,7,2,4,4,2,16,256,0,0,8,32,0,0,0,0,0,2,7,3,2,1,1,1,0,0,1,0,0,0
1960,7,reward-greedy-0,reward-greedy,151,1960,7,0,2,8,2,2,0,16,256,0,0,8,32,0,0,0,2,7,4,0,2,1,1,0,0,1,0,0,0
1960,6,reward-greedy-0,reward-greedy,152,1960,6,2,2,8,2,0,0,16,256,0,0,8,32,0,2,0,2,6,5,0,2,1,1,0,0,1,0,0,0
1968,7,reward-greedy-0,reward-greedy,153,1968,7,4,8,2,0,16,256,0,0,8,32,0,2,4,0,0,0,7,2,2,2,1,1,0,0,1,0,0,0
1968,6,reward-greedy-0,reward-greedy,154,1968,6,4,8,2,0,16,256,0,0,8,32,2,0,4,0,2,0,6,3,2,2,1,1,0,0,1,0,0,0
1972,6,reward-greedy-0,reward-greedy,155,1972,6,4,8,4,0,16,256,2,0,8,32,0,0,4,0,2,0,6,2,3,2,1,1,0,0,1,0,0,0
1976,6,reward-greedy-0,reward-greedy,156,1976,6,4,0,0,2,16,8,0,0,8,256,4,0,4,32,4,0,6,1,4,2,1,1,0,0,1,0,0,0
1984,6,reward-greedy-0,reward-greedy,157,1984,6,4,8,8,2,16,256,0,0,8,32,0,0,4,2,0,0,6,2,2,3,1,1,0,0,1,0,0,0
2000,6,reward-greedy-0,reward-greedy,158,2000,6,0,4,16,2,0,2,16,256,0,0,8,32,0,0,4,2,6,3,2,1,2,1,0,0,1,0,0,0
2032,6,reward-greedy-0,reward-greedy,159,2032,6,0,0,0,2,0,2,32,256,0,4,8,32,0,2,4,2,6,4,2,1,0,2,0,0,1,0,0,0
2032,5,reward-greedy-0,reward-greedy,160,2032,5,0,2,32,2,0,4,8,256,0,2,4,32,0,0,2,2,5,5,2,1,0,2,0,0,1,0,0,0
2036,5,reward-greedy-0,reward-greedy,161,2036,5,2,32,2,0,4,8,256,0,2,4,32,2,4,0,0,0,5,4,3,1,0,2,0,0,1,0,0,0
2036,4,reward-greedy-0,reward-greedy,162,2036,4,0,2,32,2,0,4,8,256,2,4,32,2,2,0,0,4,4,5,3,1,0,2,0,0,1,0,0,0
2048,5,reward-greedy-0,reward-greedy,163,2048,5,4,2,32,2,0,8,8,256,0,0,32,2,0,0,2,4,5,4,2,2,0,2,0,0,1,0,0,0
2064,5,reward-greedy-0,reward-greedy,164,2064,5,4,2,32,2,0,0,16,256,0,0,32,2,0,4,2,4,5,4,3,0,1,2,0,0,1,0,0,0
2064,4,reward-greedy-0,reward-greedy,165,2064,4,4,2,32,2,0,0,16,256,0,0,32,2,2,4,2,4,4,5,3,0,1,2,0,0,1,0,0,0
2064,3,reward-greedy-0,reward-greedy,166,2064,3,4,2,32,2,2,4,16,256,2,0,32,2,0,0,2,4,3,6,3,0,1,2,0,0,1,0,0,0
2068,3,reward-greedy-0,reward-greedy,167,2068,3,2,0,32,2,0,0,16,256,4,2,32,2,4,4,2,4,3,5,4,0,1,2,0,0,1,0,0,0
2076,3,reward-greedy-0,reward-greedy,168,2076,3,0,0,32,2,0,2,16,256,2,2,32,2,8,4,2,4,3,6,2,1,1,2,0,0,1,0,0,0
2080,3,reward-greedy-0,reward-greedy,169,2080,3,32,2,2,0,2,16,256,0,4,32,2,0,8,4,2,4,3,5,3,1,1,2,0,0,1,0,0,0
2084,3,reward-greedy-0,reward-greedy,170,2084,3,0,2,32,4,0,2,16,256,0,4,32,2,8,4,2,4,3,4,4,1,1,2,0,0,1,0,0,0
2096,4,reward-greedy-0,reward-greedy,171,2096,4,0,0,32,4,0,2,16,256,0,4,32,2,8,8,2,4,4,3,3,2,1,2,0,0,1,0,0,0
2112,4,reward-greedy-0,reward-greedy,172,2112,4,32,4,0,0,2,16,256,2,4,32,2,0,16,2,4,0,4,4,3,0,2,2,0,0,1,0,0,0
2112,3,reward-greedy-0,reward-greedy,173,2112,3,32,4,0,0,2,16,256,2,4,32,2,2,16,2,4,0,3,5,3,0,2,2,0,0,1,0,0,0
2116,3,reward-greedy-0,reward-greedy,174,2116,3,32,4,0,2,2,16,256,0,4,32,2,0,16,2,4,4,3,4,4,0,2,2,0,0,1,0,0,0
2124,3,reward-greedy-0,reward-greedy,175,2124,3,0,32,4,2,2,2,16,256,0,4,32,2,0,16,2,8,3,5,2,1,2,2,0,0,1,0,0,0
2128,3,reward-greedy-0,reward-greedy,176,2128,3,32,4,2,0,4,16,256,0,4,32,2,2,16,2,8,0,3,4,3,1,2,2,0,0,1,0,0,0
2136,3,reward-greedy-0,reward-greedy,177,2136,3,32,4,2,2,8,16,256,0,16,32,2,0,2,2,8,0,3,5,1,2,2,2,0,0,1,0,0,0
2144,4,reward-greedy-0,reward-greedy,178,2144,4,32,4,4,0,8,16,256,0,16,32,2,2,4,8,0,0,4,2,3,2,2,2,0,0,1,0,0,0
2156,5,reward-greedy-0,reward-greedy,179,2156,5,32,8,0,2,8,16,256,0,16,32,4,0,4,8,0,0,5,1,2,3,2,2,0,0,1,0,0,0
2156,4,reward-greedy-0,reward-greedy,180,2156,4,32,8,0,0,8,16,2,0,16,32,256,0,4,8,4,2,4,2,2,3,2,2,0,0,1,0,0,0
2156,3,reward-greedy-0,reward-greedy,181,2156,3,32,8,2,0,8,16,2,0,16,32,256,0,4,8,4,2,3,3,2,3,2,2,0,0,1,0,0,0
2160,3,reward-greedy-0,reward-greedy,182,2160,3,32,8,4,2,8,16,256,2,16,32,4,0,4,8,0,0,3,2,3,3,2,2,0,0,1,0,0,0
2164,3,reward-greedy-0,reward-greedy,183,2164,3,32,8,2,0,8,16,4,0,16,32,256,0,4,8,4,4,3,1,4,3,2,2,0,0,1,0,0,0
2172,3,reward-greedy-0,reward-greedy,184,2172,3,32,8,2,0,8,16,4,2,16,32,256,0,4,8,8,0,3,2,2,4,2,2,0,0,1,0,0,0
2188,3,reward-greedy-0,reward-greedy,185,2188,3,0,32,8,2,8,16,4,2,0,16,32,256,2,0,4,16,3,3,2,2,3,2,0,0,1,0,0,0
2224,4,reward-greedy-0,reward-greedy,186,2224,4,8,32,8,4,2,32,4,256,4,0,32,16,0,0,4,0,4,1,4,2,1,3,0,0,1,0,0,0
2288,4,reward-greedy-0,reward-greedy,187,2288,4,8,64,8,4,2,0,4,256,4,0,32,16,0,0,4,2,4,2,4,2,1,1,1,0,1,0,0,0
2288,3,reward-greedy-0,reward-greedy,188,2288,3,8,64,8,4,2,4,256,0,4,32,16,4,4,2,0,0,3,2,5,2,1,1,1,0,1,0,0,0
2304,4,reward-greedy-0,reward-greedy,189,2304,4,0,64,0,2,8,4,8,0,2,32,256,0,8,2,16,8,4,3,1,4,1,1,1,0,1,0,0,0
2304,3,reward-greedy-0,reward-greedy,190,2304,3,8,64,8,2,2,4,256,8,8,32,16,2,0,2,0,0,3,4,1,4,1,1,1,0,1,0,0,0
2304,2,reward-greedy-0,reward-greedy,191,2304,2,8,64,8,2,2,4,256,8,8,32,16,2,0,2,0,2,2,5,1,4,1,1,1,0,1,0,0,0
2308,2,reward-greedy-0,reward-greedy,192,2308,2,2,64,0,0,8,4,8,2,2,32,256,8,8,2,16,4,2,4,2,4,1,1,1,0,1,0,0,0
2308,1,reward-greedy-0,reward-greedy,193,2308,1,2,64,2,0,8,4,8,2,2,32,256,8,8,2,16,4,1,5,2,4,1,1,1,0,1,0,0,0
